IDAudienciaReunion;Cut;Nombre_Institucion;IDORPortal_Institucion;Nombre_Comuna;Nombre_TiposForma;FechaInicio_Audiencia;DuracionMinuto_Audiencia;Lugar_Audiencia;ObservacionesMateria_Audiencia;Descripcion_Materia
673;1;SUBSECRETARÍA GENERAL DE LA PRESIDENCIA;AF001;Sin Información;Presencial;2015-01-22 00:00:00;30;Serán recibidos por la Jefa de Gabinete de la Ministra, Sra. Teresa Rey.?Ministra Rincón estará en sesiones en el Congreso.?Jueves 22 de enero 12:00  hrs.;Como se ha podido dar cuenta somos Dirigentes, Representantes Legales de los transportistas Ariqueños , el motivo de esta solicitud de audiencia es porque nuestro gremio  ha solicitado soluciones que afectan su buen funcionamiento, trabajamos  con cargas portuarias haciendo que nuestro país cumpla con los tratados que mantiene con   Perú y Bolivia ,con este ultimo  somos  conscientes de lo delicada de la situación con Bolivia, pero en nuestra región de Arica  y Parinacota  no se  están respetando ninguna norma de los  transportes de cargas peligrosas,toxicas ,excesivo  transito de camiones e inclusive por bastante tiempo hemos dejado que los transportistas  bolivianos realicen o efectúen  trabajo que pertenece a nosotros, a los transportistas Ariqueños,la situación  está tensa, hemos tomado determinaciones para poder organizarnos para ayudar a descongestionar  la ciudad y el puerto.Nuestro Intendente  tiene toda la voluntad de darnos solución a nuestra problemática pero hay  otras personas o autoridades  que al parecer quieren que  entremos en conflicto con las autoridades de la región  algunos de estos  son municipales  ya que le hemos pedido que NO realicen más actividades masivas en el borde costero, al ingreso y egreso del puerto,nosotros transitamos con toneladas de cargas alrededor de las personas ,al realizar estas actividades bloquean las arterias y nos reducen la vía a la mitad, le hemos dicho en variadas oportunidades que somos CONDUCTORES PROFESIONALES, NO ACRÓBATAS .Este es uno de los temas que nos mantiene en estado de alerta, el  ANTE-PUERTO es esencial que se ponga en funcionamiento pero de la mejor forma que se la hemos señalado en reiteradas oportunidades ,ya que las persona encargadas de este tema no están tomando las medidas correctamente ,quien mejor que nosotros para indicarles y ayudarles, con la experiencia que poseemos,pero resulta que también entra a participar la Municipalidad de Arica con la DIRECCIÓN DE OBRAS MUNICIPALES EL D.OM. ?Realmente son muy negativos, NO ACEPTAN NUESTRA OPINIÓN .Este recinto permitirá que los transportistas Bolivianos no realicen más carga nacional, correspondiente a nuestro gremio  ,las personas encargadas de la ejecución de este proyecto y las que autorizan su funcionamiento cometerán un error , no tendrá ningún efecto  descongestionante  , empeorara la situación,   lo quieren poner en funcionamiento en forma errónea, sabemos el pensamiento de estos Srs. ya que antes de trasladarnos a la capital sostuvimos reuniones con la s autoridades de la región y le hicimos ver su error, su  puesta en funcionamiento  nos perjudicara .?Para poder organizar el tema portuario,ya que nadie nos quería escuchar,  tuvimos que hacer uso de unos terrenos que estuvieron abandonados por años  , ahora que los hemos limpiado y erradicado la delincuencia,asunto que nos han agradecido los vecinos del sector y hemos invertido dinero en su limpieza y  contratar maquinaria  para emparejar el terreno las autoridades correspondientes no quieren  Autorizarnos a seguir usándolos, no les importa el tema de los tratados,no nos quieren otorgar permiso para instalar los servicios básicos ,tenemos personal trabajando ,estos nos cuidan nuestros vehículos,tenemos personal administrativo ,estos lugares claves para desarrollar nuestra actividad están cerca de los depósitos de contenedores y el puerto,?Ni siquiera las autoridades quieren cambiar el plano regulador e inclusive  existe una ordenanza municipal que perjudica a nuestro gremio ,ordenanza N° 2139 del año 1999 crea por el entonces  Alcalde  Ivan Paredes,se creo cuando no era tan excesivo el transito de camiones bolivianos por nuestra ciudad, hay que actualizarlo de acorde a los tiempos actuales,pero se lo hemos solicitado en reiteras oportunidades ,en el consejo municipal, en reunión con el Alcalde ,en reuniones que ha organizado el Intendente pero NO, no quieren actualizarlo o cambiarlo,siendo que también existen otro tipo de normativas como la potestad que tiene el Ministerio de Transportes  y Telecomunicaciones Ley n° 18.059 ,EN DEJAR SIN EFECTO MEDIDAS ADOPTADAS POR DICHAS AUTORIDADES" se necesita que este Ministerio "DELEGE FACULTADES  AL SECRETARIO REGIONAL  MINISTERIAL  DE NUESTRA REGIÓN DE ARICA Y PARINACOTA  " para que intervenga en beneficio y seguridad de la comunidad,    para exigirles a las empresas de contenedores que empiecen a gestionar retirarse a un lugar mas propicio y seguro, ya que donde se instalaron no es compatible su trabajo con la comunidad ,mientras esto no ocurra tendremos que obligadamente dañar nuestra ciudad, compartimos vías con clínicas ,jardines infantiles ,institutos , colegios ,locales comerciales ,bancos , la ruta Diego Portales con avenida Santa Maria,  principales avenidas de la ciudad ,que conectan al sector norte con el centro de la ciudad, avenidas donde se encuentra el terminal de buses de la ciudad, esto provoca que los transportes públicos de pasajeros transiten por estas vias ,siendo nosotros los que estamos invadiendo un lugar que les corresponde, lo sabemos no queremos tener culpa de producir un accidente con riesgos fatales , nosotros consientes de esto propusimos la solución ,muy buena ,pero algunas de las autoridades negativas , nos responden NO ,se demora mucho, ustedes saben como es el tema de los recursos ,los estudios , etc., NO, nosotros como transportistas queremos ser parte de la solución NO del problema ,el excesivo flujo de alumnos por las vías, he inclusive la municipalidad a entregado permisos para estacionar camiones Bolivianos en estos  sectores compartiendo  con  la comunidad  su residencia , donde estos camiones llegan con  materiales altamente Tóxicos. ?Necesitamos ser escuchados por la Ministra y así nos pueda ayudar a conseguir una audiencia con la Presidenta ,antes de tomar una determinación drástica para que se nos resuelvan los problemas de la región ,somos bien responsables  que cuando nos solicitaron cooperación para realizar el paro nacional no quisimos adherirnos ya que no queríamos que Bolivia usara estos para seguir hostigando a nuestro país,pero resulta que esto no lo consideraron nuestras autoridades,?Trabajamos en distintas partes de  la  región , una es la empresa Quiboarx ,esta empresa abusa de los transportistas, no mantiene buena relación con los camioneros de los pueblos aledaños, no les da prioridad y si  reclaman al otro año no los consideran para el trabajo u les aplica castigos. Esta empresa  solicita camiones de otras regiones para realizar este trabajo ,siendo que en estas regiones no nos permiten que nosotros nos vayamos a realizar cargas a su zona ,no respeta los contratos de servicios.?Para realizar esta faena se ocupan rutas que están completamente destruidas o deterioradas , se han realizado trabajos en la vía que no han durado ni siquiera un mes, están sin arreglo y los  Seremis correspondientes en minería y obras públicas saben de esto.? trabajamos Ruta Arica -Santiago -Arica ,Arica, problemas en las rutas que se arreglaron no hace más de un par de meses , las constantes alzas las tarifas por parte de las concesionarias de las autopistas,ruta A5  partes que solamente hay una via habilitada  en otra region extrema no permiten que los transportistas que no son de la  zona saquen cargas  y e interfieran  en los valores ,todo para proteger ,racionalizar la  actividad ya que en estas zonas extremas es escasa la carga  la ruta Arica _Perú-Arica existen falencias pero la principal  es la falta  o deficiencia que tiene el control fronterizo de Chacalluta, no  existe  zona para estacionar y detener los camiones en caso de  emergencia o por problemas en los documentos o mecánicos, en el control Peruano son más conscientes y tienen un lugar asignado para los transportistas cuando hay muchos camiones , nos piden que nos retiremos ,siendo que por error en documentos chilenos no podemos  ingresar a territorio nacional ya que sino aduana chilena nos pone muchísimos problemas, e inclusive según la carga nos tendríamos que dirigir hacia el puerto de Arica,asumiendo el alto costo de esta operación, por el tiempo de uso del recinto portuario y los tiempos utilizados por aduanas para esclarecer la documentación. ya conversamos con el Director Regional  de Aduanas   Sr. Franz  Castro Cabezas, nos ayudo asignandonos un sitio pero provisorio, por unos días, antes no queríamos molestar ,antes nos deteníamos y estacionábamos en la tierra de nadie ,en la linea de la concordia ,pero hace  unos meses que instalaron una barreras que no nos permiten  estacionarnos en este lugar ,sabíamos que estábamos a la deriva,siendo burla de los transportistas Peruanos al ver que ellos poseen muy buenas instalaciones para esos casos .?Hay muchas falencias ,no sabemos ni entendemos si ser residentes y habitantes de esta zona extrema es un delito,o es el precio  de haber nacido en esta región SER DISCRIMINADO ,y más aún tener el beneficio de zona franca es un obstáculo para desarrollarnos, no podemos realizar cargas en regiones ,pero en cambio los otros transportistas del país recorren gran parte de Chile, si nuestra región hubiera alcanzado el mismo crecimiento que las otras,la situación seria distinta y se lo aseguro que nadie hubiera adquirido camiones de Zona Franca   la problemática de los tratados es un tema país no solo de nuestra región ,necesitamos la ayuda del Gobierno Central ,sabemos que nuestra Presidenta quiere la participación ciudadana ,nosotros también. Ya le dijimos al Alcalde Salvador Urrutia ,que si quiere enfrenar al Gremio Regional  de los Camioneros ,siga con la testarudez y no dejaremos que se realice él famoso carnaval , ojala no tengamos que usar medidas tan drásticas de este tipo para conseguir despertar a las autoridades que se preocupen por la seguridad y el buen funcionamiento de nuestra ciudad.?Necesitamos urgente esta audiencia,nos encontramos en Santiago hasta poder exponer nuestras necesidades.?Todo lo fundamentamos con las siguientes normativas legales:??Aladi-ATIT-DL. N°2.757 -LEY  N° 19.300-Decreto 40 Ministerio del Medio Ambiente-LEY N° 18.059-D:S: 298 M.T.T.-                           ?CODIGO DE COMERCIO  LIBRO III  DE LA NAVEGACIÓN  Y EL COMERCIO MARÍTIMOS, DECRETO 148.;Ninguna de las anteriores.
674;1;SUBSECRETARÍA GENERAL DE LA PRESIDENCIA;AF001;Sin Información;Presencial;2015-01-15 00:00:00;30;Gabinete de la Ministra Ximena Rincón, Palacio de la Moneda?Reunión se efectuó con un solo asistente el jueves 15 de enero.;Mejoras a las trabajadoras a honorarios;Elaboración, tramitación, aprobación, modificación, derogación o rechazo de acuerdos, declaraciones o decisiones del Congreso Nacional o sus miembros incluidas sus comisiones.
675;1;SERVICIO ELECTORAL (SERVEL);AB006;Sin Información;Presencial;2015-01-15 00:00:00;150;Esmeralda 611, Piso 2do, Santiago;Contenido del Proyecto de Ley de Fortalecimiento y Transparencia de la Democracia y posibles perfeccionamientos a este?Funcionamiento actual y facultades de fiscalización del Servel;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
676;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2014-12-18 13:45:00;0;CONTRALORÍA GENERAL DE LA REPÚBLICA;SE REQUIERE PRONUNCIAMIENTO URGENTE DEL ÓRGANO CONTRALOR RESPECTO DE UN ACTO SANCIONADO CON ANTERIORIDAD POR ESTA CONTRALORÍA(DICTAMEN 40.343 DEL 2004) Y QUE ESTA SIENDO VULNERADO POR LAS AUTORIDADES DEL MINISTERIO DE SALUD, CON LO CUAL SE PONE EN RIESGO LA SALUD DE LA POBLACIÓN.ESTA VULNERACIÓN AFECTA EL DERECHO DE LAS PERSONAS A UNA ATENCIÓN DE CALIDAD Y EN LOS MISMOS TÉRMINOS QUE PRESCRIBE EL ARTICULO 112 DEL CÓDIGO SANITARIO Y EL DECRETO 1.704 DE 1993 DEL MINSAL. EL MINISTERIO PRETENDE IMPLEMENTAR UNA POLÍTICA DE TOMA DE RADIOGRAFÍAS Y EXÁMENES DE LABORATORIO POR PERSONAL AUXILIAR U PROFESIONALES DISTINTOS A LOS QUE SEÑALAN LAS LEYES Y DECRETOS QUE RIGEN EL ACTUAR PROFESIONAL Y QUE NO POSEEN LAS COMPETENCIAS PARA REALIZAR DICHAS PRESTACIONES.;Ninguna de las anteriores.
677;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2014-12-01 16:00:00;0;CONTRALORÍA GENERAL DE LA REPÚBLICA;SOLICITAMOS QUE SE DEJE SIN EFECTO EL DICTAMEN 058198 DE 30 DE JULIO DE 2014.;Ninguna de las anteriores.
678;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2014-12-03 15:00:00;0;CONTRALORÍA GENERAL DE LA REPÚBLICA;DECRETO SUPREMO Nº167 DE TRANSPORTES Y TELECOMUNICACIONES.;Ninguna de las anteriores.
680;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2014-12-03 15:30:00;0;CONTRALORÍA GENERAL DE LA REPÚBLICA;EL TEMARIO ES SOBRE LA LEY 20.742 ESPECIALMENTE LO RELACIONADO CON LA MODIFICACIÓN AL ESTATUTO, PROVISIÓN DE CARGOS MÍNIMOS Y QUE LOS ALCALDES ESTARÁN SUJETOS A SUMARIOS ADMINISTRATIVOS. ASIMISMO, SE INVITA AL CONTRALOR GENERAL A UN SEMINARIO A EFECTUARSE EN EL MES DE ENERO EN LA CIUDAD DE PUERTO MONTT.;Ninguna de las anteriores.
681;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2015-01-05 14:00:00;0;CONTRALORÍA GENERAL DE LA REPÚBLICA;ENTREVISTA TIENE POR FINALIDAD PRECISA EXPLICAR LAS RAZONES, POR LAS CUALES SE PIDIO LA INTERVENCIÓN DE LA CONTRALORÍA CON MOTIVO DEL NOTABLE RETRASO DE LA SUPERINTENDENCIA DEL MEDIO AMBIENTE EN TRAMITAR UNA DENUNCIA QUE PRESENTAMOS FORMALMENTE ANTE DICHO ORGANISMO, EN ENERO 2014, POR LOS DAÑOS AMBIENTALES CAUSADOS EN TIERRA AMARILLA POR LA SOCIEDAD MINERA CANDELARIA;Ninguna de las anteriores.
682;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2014-12-22 15:00:00;0;CONTRALORÍA GENERAL DE LA REPÚBLICA;LEGALIDAD DEL PROCEDIMIENTO DE REAVALÚO DEL AÑO 2013 - 2014 POR FALTA DE FUNDAMENTACIÓN.;Ninguna de las anteriores.
684;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2014-12-15 13:30:00;0;CONTRALORÍA GENERAL DE LA REPÚBLICA;1.- EL SISTEMA DE SALUD DE RECOLETA NO CUENTA CON LAS AUTORIZACIONES PARA SU IMPLEMENTACIÓN POR PARTE DEL SERVICIO DE SALUD METROPOLITANO NORTE, DONDE EXISTE UN DICTAMEN DE PARTE DE LA CONTRALORÍA.2.- DESPIDOS PROFESIONALES DEL ÁREA3.- CONCURSO PÚBLICO PARA RELLENO DE VACANTES EN SALUD4.- MALTRATO FUNCIONARIO DEL ÁREA DE SALUD;Ninguna de las anteriores.
685;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2014-12-29 16:00:00;0;CONTRALORÍA GENERAL DE LA REPÚBLICA;SOLICITA REUNION CON EL SEÑOR CONTRALOR GENERAL DE LA REPUBLICA PARA EL 29 DE DICIEMBRE DE 2014 A LAS 12:00 PARA LOS SIGUIENTES TEMAS:- COMUNICAR AL SEÑOR CONTRALOR QUE LA ASOCIACION DE MUNICIPALIDADES DE CHILE (AMUCH) PRESENTARA UNA SOLICITUD DE PRONUNCIAMIENTO DEL ENTE CONTRALOR RESPECTO DE LA LEGALIDAD DE TODOS Y CADA UNO DE LOS ACTOS ADMNISTRATIVOS DE LA INTENDENCIA DE LA REGIÓN METROPOLITANA DE SANTIAGO QUE HAN INCIDIDO EN LA ASIGNACIÓN Y ELECCIÓN DE LAS COMUNAS QUE SE VERÁN BENEFICIADAS CON LA IMPLEMENTACÍÓN DE LOS PROYECTOS DE QUE DA CUENTA EL OFICIO N°03915 DEL 15 DE DICIEMBRE DE 2014 INGRESADO POR LA INTENDENCIA DE SANTIAGO ANTE EL GOBIERNO REGIONAL METROPOLITANO DE SANTIAGO.- INFORMAR AL SEÑOR CONTRALOR DEL RELANZAMIENTO DEL OBSERVATORIO MUNICIPAL DE FISCALIZACIÓN GUBERNAMENTAL DE LA ASOCIACIÓN DE MUNICIPALIDADES DE CHILE.;Ninguna de las anteriores.
686;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2014-12-23 16:30:00;0;CONTRALORÍA GENERAL DE LA REPÚBLICA;RECONOCIMIENTO DE PLAZOS Y OBRAS EN LA COMUNA DE SANTIAGO;Ninguna de las anteriores.
687;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2014-12-23 14:30:00;0;CONTRALORÍA GENERAL DE LA REPÚBLICA;DENUNCIA DE EVENTUALES IRREGULARIDADES EN EL PROCEDIMIENTO DE ENTREGA DE RECURSOS A LOS CUERPOS DE BOMBEROS Y RENDICIONES DE CUENTA CORRESPONDIENTES AL DE CALERA DE TANGO.;Ninguna de las anteriores.
690;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2014-12-16 14:30:00;0;CONTRALORÍA GENERAL DE LA REPÚBLICA;EXPONER RECLAMO EN PROCEDIMIENTOS DE DICTAMEN Nº 82.236, DE 2014, DONDE PODRÍA  EXISTIR MANIPULACION DE DOCUMENTOS E INFORMACIÓN, POR PARTE DE LA SUBSECRETARÍA DEL INTERIOR Y LA PROPIA CONTRALORIA, QUE HACEN INCURRIR A ERRORES AL SR CONTRALOR, A QUIEN LLEVAMOS 4 AÑOS PIDIENDO UNA AUDIENCIA.;Ninguna de las anteriores.
691;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2015-01-13 14:30:00;0;CONTRALORÍA GENERAL DE LA REPÚBLICA;NECESITO REQUERIR DE PARTE DE ESE ORGANISMO DEL ESTADO, SEGURIDAD A MI TRABAJO, AL VOLVER DE MI LICENCIA LABORAL DETERMINADA POR ASCHS.;Ninguna de las anteriores.
693;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2014-12-16 00:00:00;30;CONTRALORÍA GENERAL DE LA REPÚBLICA;SOLICITUD DE UN PRONUNCIAMIENTO DE LA CONTRALORÍA (REF. 214630) EN QUE REPRESENTAMOS A LA EMBAJADA DE FRANCIA;Ninguna de las anteriores.
694;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2014-12-19 00:00:00;30;CONTRALORÍA GENERAL DE LA REPÚBLICA;LOS ALCANCES Y EFECTOS DEL OFICIO 95.979 DE LA CGR, DE FECHA 11/12/14, RELATIVOS AL PERMISO DE OBRA NUEVA N°1349-00 DE TITULARIDAD DE NUESTRA REPRESENTADA, INMOBILIARIA MALL VIÑA DEL MAR S.A., PARA LA EDIFICACIÓN DE UN CENTRO COMERCIAL EN LA CIUDAD DE VIÑA DEL MAR.;Ninguna de las anteriores.
695;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2015-01-06 00:00:00;30;CONTRALORÍA GENERAL DE LA REPÚBLICA;ALCANCES Y PRECISIONES RESPECTO DE LA SOLICITUD DE DICTAMEN PRESENTADA CON FECHA 4 DE SEPTIEMBRE DE 2014, REFERENCIA N° 223816-2014 Y SU COMPLEMENTO REFERENCIA N° 242787-2014.;Ninguna de las anteriores.
696;13101;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;Santiago;Presencial;2015-01-12 00:00:00;30;CONTRALORÍA GENERAL DE LA REPÚBLICA;CON FECHA 23 DE OCTUBRE DEL AÑO 2014, SE PRESENTÓ REPOSICIÓN Y SOLICITUD DE RECONSIDERACIÓN DEL DICTAMEN Nº77.903, DE FECHA 9 DE OCTUBRE DEL 2014.- EL INGRESO DE LA REPOSICIÓN QUEDÓ CON EL NÚMERO 235777.-  ;Ninguna de las anteriores.
